ID;Status;Uptime;Country;Location;Ships;Distinct;Contributor;ships_rel;cum_ships_rel;dist_rel;
3427;;100 %; Australia;Lemon Tree Passage;24;1; ;0,03 %;95,32 %;0,00 %;93,38 %
3015;;86 %; Indonesia;Balikpapan, East Kalimantan;24;0; ;0,03 %;95,35 %;0,00 %;93,38 %
2558;;100 %; United Kingdom;Gelliswick;23;23; ;0,02 %;95,37 %;0,09 %;93,47 %
2385;;99 %; Portugal;Porto;23;0;;0,02 %;95,40 %;0,00 %;93,47 %
3021;;100 %; Netherlands;Echteld;23;1; ;0,02 %;95,42 %;0,00 %;93,47 %
2560;;96 %; Netherlands;Urk;23;0; ;0,02 %;95,45 %;0,00 %;93,47 %
2855;;100 %; United States of America;Brunswick;23;16; ;0,02 %;95,47 %;0,06 %;93,53 %
2390;;100 %; United States of America;Shelton Washington;23;1; ;0,02 %;95,49 %;0,00 %;93,54 %
2385;;99 %; Portugal;Porto;23;0; ;0,02 %;95,52 %;0,00 %;93,54 %
2985;;100 %; Germany;Heilbronn;23;9; ;0,02 %;95,54 %;0,03 %;93,57 %
2299;;100 %; France;Locmalo, Port-Louis;22;0; ;0,02 %;95,57 %;0,00 %;93,57 %
2972;;100 %; United States of America;San Francisco;22;0; ;0,02 %;95,59 %;0,00 %;93,57 %
2092;;100 %; Portugal;Lisbon;22;2; ;0,02 %;95,61 %;0,01 %;93,58 %
3409;;85 %; Germany;Hamburg;22;0; ;0,02 %;95,63 %;0,00 %;93,58 %
2417;;100 %; Japan;Wakayama Port;22;12; ;0,02 %;95,66 %;0,05 %;93,62 %
3621;;78 %; Australia;Kettering;22;14; ;0,02 %;95,68 %;0,05 %;93,68 %
3429;;100 %; Netherlands;Terneuzen;22;0; ;0,02 %;95,70 %;0,00 %;93,68 %
3913;;100 %; Germany;Simonsberg;22;22; ;0,02 %;95,73 %;0,08 %;93,76 %
2567;;71 %; United Kingdom;Plymouth;22;0; ;0,02 %;95,75 %;0,00 %;93,76 %
2317;;37 %; Canada;Maple Bay;22;0; ;0,02 %;95,77 %;0,00 %;93,76 %
2329;;100 %; United States of America;Riverton;22;7; ;0,02 %;95,80 %;0,03 %;93,79 %
2539;;90 %; Canada;Noth Vancouver;22;0; ;0,02 %;95,82 %;0,00 %;93,79 %
2639;;92 %; Spain;Calonge;22;20; ;0,02 %;95,84 %;0,08 %;93,86 %
3575;;86 %; Spain;Huelva;22;22; ;0,02 %;95,87 %;0,08 %;93,95 %
2707;;100 %; United States of America;Hampton, VA;22;0; ;0,02 %;95,89 %;0,00 %;93,95 %
2777;;100 %; United Kingdom;Southampton;22;0; ;0,02 %;95,91 %;0,00 %;93,95 %
2865;;100 %; Germany;Frankfurt;21;10; ;0,02 %;95,93 %;0,04 %;93,98 %
2263;;100 %; United Kingdom;Wigan;21;0; ;0,02 %;95,96 %;0,00 %;93,98 %
3319;;100 %; Canada;Toronto;21;1; ;0,02 %;95,98 %;0,00 %;93,99 %
2257;;100 %; Japan;Shimizu;21;21; ;0,02 %;96,00 %;0,08 %;94,07 %
2837;;100 %; United Kingdom;Oldcroft;21;1; ;0,02 %;96,02 %;0,00 %;94,07 %
2445;;100 %; New Zealand;Roaming station;21;0; ;0,02 %;96,04 %;0,00 %;94,07 %
2337;;100 %; Brazil;Florianopolis;21;20; ;0,02 %;96,07 %;0,08 %;94,15 %
2104;;100 %; Denmark;Gershøj;21;1; ;0,02 %;96,09 %;0,00 %;94,15 %
3318;;100 %; Spain;Getxo;21;21; ;0,02 %;96,11 %;0,08 %;94,23 %
2890;;100 %; Canada;Montreal;21;4; ;0,02 %;96,13 %;0,02 %;94,24 %
3478;;100 %; United Kingdom;Canvey Island;21;0; ;0,02 %;96,15 %;0,00 %;94,24 %
2751;;100 %; Netherlands;Grootegast;21;7; ;0,02 %;96,18 %;0,03 %;94,27 %
2780;;96 %; New Zealand;Christchurch;21;0; ;0,02 %;96,20 %;0,00 %;94,27 %
3493;;100 %; South Africa;Gordon's Bay;20;5; ;0,02 %;96,22 %;0,02 %;94,29 %
2830;;100 %; New Zealand;Wellington;20;0; ;0,02 %;96,24 %;0,00 %;94,29 %
2514;;100 %; United Kingdom;Lochgelly;20;0; ;0,02 %;96,26 %;0,00 %;94,29 %
2934;;78 %; French Polynesia;Tahiti;20;20; ;0,02 %;96,28 %;0,08 %;94,37 %
2348;;88 %; Chile;Viña del Mar;20;14; ;0,02 %;96,30 %;0,05 %;94,42 %
3465;;98 %; Spain;Fuengirola;20;14; ;0,02 %;96,32 %;0,05 %;94,47 %
2436;;100 %; United States of America;Treehouse, Virgin Islands;20;9; ;0,02 %;96,34 %;0,03 %;94,51 %
3485;;100 %; Greece;Patra;20;20; ;0,02 %;96,37 %;0,08 %;94,58 %
3222;;87 %; Spain;La Coruña;20;9; ;0,02 %;96,39 %;0,03 %;94,62 %
3918;;100 %; Georgia;Batumi;20;20; ;0,02 %;96,41 %;0,08 %;94,69 %
2688;;100 %; Germany;Lübeck;20;20; ;0,02 %;96,43 %;0,08 %;94,77 %
2822;;97 %; India;Visakhapatnam;20;20; ;0,02 %;96,45 %;0,08 %;94,84 %
2784;;22 %; Germany;Emden;0;0; ;0,00 %;96,45 %;0,00 %;94,84 %
3242;;99 %; Norway;Haugesund;19;2; ;0,02 %;96,47 %;0,01 %;94,85 %
2570;;100 %; Germany;Kiel-Suchsdorf;19;0;;0,02 %;96,49 %;0,00 %;94,85 %
3348;;100 %; Portugal;Coimbra;19;6; ;0,02 %;96,51 %;0,02 %;94,87 %
3242;;99 %; Norway;Haugesund;19;2; ;0,02 %;96,53 %;0,01 %;94,88 %
2275;;100 %; France;Lorient;19;1; ;0,02 %;96,55 %;0,00 %;94,89 %
2050;;100 %; Estonia;Tallinn;19;3; ;0,02 %;96,57 %;0,01 %;94,90 %
2793;;100 %; Germany;Wismar;19;4; ;0,02 %;96,59 %;0,02 %;94,91 %
2811;;100 %; Estonia;Tallinn;19;5; ;0,02 %;96,61 %;0,02 %;94,93 %
2515;;100 %; United Kingdom;Lyme Regis;18;12; ;0,02 %;96,63 %;0,05 %;94,98 %
2454;;85 %; Viet Nam;Ho Chi Minh City;18;18; ;0,02 %;96,65 %;0,07 %;95,04 %
2520;;99 %; Austria;Vienna;18;15; ;0,02 %;96,67 %;0,06 %;95,10 %
2562;;100 %; Norway;Brostadbotn;18;17; ;0,02 %;96,68 %;0,06 %;95,17 %
2017;;100 %; Canada;Corner Brook;18;18; ;0,02 %;96,70 %;0,07 %;95,23 %
3146;;100 %; United Kingdom;London;18;0; ;0,02 %;96,72 %;0,00 %;95,23 %
2915;;100 %; Netherlands;Amersfoort;17;0; ;0,02 %;96,74 %;0,00 %;95,23 %
3755;;100 %; Germany;Woltersdorf;17;2; ;0,02 %;96,76 %;0,01 %;95,24 %
3627;;100 %; Netherlands;Druten;17;0; ;0,02 %;96,78 %;0,00 %;95,24 %
2085;;100 %; Ireland;Kinsale;17;6; ;0,02 %;96,79 %;0,02 %;95,26 %
2939;;98 %; Austria;Loimersdorf;17;11; ;0,02 %;96,81 %;0,04 %;95,31 %
2197;;91 %; United States of America;Warwick, Rhode Island;17;13; ;0,02 %;96,83 %;0,05 %;95,36 %
3121;;100 %; Finland;Mariehamn;17;14; ;0,02 %;96,85 %;0,05 %;95,41 %
3189;;100 %; Canada;Vancouver - Fraser River;17;0; ;0,02 %;96,86 %;0,00 %;95,41 %
2508;;100 %; Germany;Neckarwestheim;17;5; ;0,02 %;96,88 %;0,02 %;95,43 %
2316;;100 %; Guernsey;Guernsey;17;2; ;0,02 %;96,90 %;0,01 %;95,44 %
2588;;100 %; Netherlands;The Hague;17;0; ;0,02 %;96,92 %;0,00 %;95,44 %
2691;;100 %; Netherlands;Utrecht;17;0; ;0,02 %;96,94 %;0,00 %;95,44 %
2876;;98 %; Indonesia;Batang;17;4; ;0,02 %;96,95 %;0,02 %;95,45 %
2732;;91 %; United Kingdom;Rosneath;17;0; ;0,02 %;96,97 %;0,00 %;95,45 %
2827;;100 %; United States of America;Key Largo;17;17; ;0,02 %;96,99 %;0,06 %;95,51 %
3281;;100 %; United Kingdom;Felixstowe / Harwich / Mistley;17;0; ;0,02 %;97,01 %;0,00 %;95,51 %
3367;;100 %; Qatar;Doha;16;16; ;0,02 %;97,02 %;0,06 %;95,58 %
2022;;100 %; Japan;Hamamatsu Hamana;16;16; ;0,02 %;97,04 %;0,06 %;95,64 %
3128;;80 %; Sweden;Malmö;16;3; ;0,02 %;97,06 %;0,01 %;95,65 %
2572;;100 %; France;Mandelieu La Napoule;16;0; ;0,02 %;97,07 %;0,00 %;95,65 %
2208;;100 %; Germany;Mannheim;16;3; ;0,02 %;97,09 %;0,01 %;95,66 %
2320;;100 %; France;Brest;16;0; ;0,02 %;97,11 %;0,00 %;95,66 %
2184;;71 %; Cyprus;Larnaca;16;16; ;0,02 %;97,13 %;0,06 %;95,72 %
2427;;99 %; Mexico;Cozumel;16;0; ;0,02 %;97,14 %;0,00 %;95,72 %
2442;;80 %; Canada;Montreal;16;0; ;0,02 %;97,16 %;0,00 %;95,72 %
2496;;100 %; United Kingdom;London;16;0; ;0,02 %;97,18 %;0,00 %;95,72 %
2889;;99 %; Russian Federation;Moscow;16;16; ;0,02 %;97,19 %;0,06 %;95,78 %
2506;;94 %; Norway;Lista;16;0; ;0,02 %;97,21 %;0,00 %;95,78 %
2921;;100 %; Netherlands;Zeist;16;0; ;0,02 %;97,23 %;0,00 %;95,78 %
2055;;100 %; United Kingdom;London & Poole;16;0; ;0,02 %;97,24 %;0,00 %;95,78 %
3126;;100 %; United States of America;Mililani, HI;16;4; ;0,02 %;97,26 %;0,02 %;95,80 %
2521;;100 %; Italy;Gela;16;15; ;0,02 %;97,28 %;0,06 %;95,85 %
3378;;100 %; United States of America;Canada, Redwood City;16;1; ;0,02 %;97,29 %;0,00 %;95,86 %
2585;;100 %; United States of America;Seattle, WA;16;3; ;0,02 %;97,31 %;0,01 %;95,87 %
2232;;100 %; Portugal;Porto;16;6; ;0,02 %;97,33 %;0,02 %;95,89 %
3052;;100 %; Norway;Sandvika;16;0; ;0,02 %;97,34 %;0,00 %;95,89 %
3204;;100 %; Canada;Ontario, Burlington;16;6; ;0,02 %;97,36 %;0,02 %;95,91 %
2772;;100 %; United States of America;San Diego Web Cam (PLE);16;3;;0,02 %;97,38 %;0,01 %;95,92 %
3378;;100 %; United States of America;Canada, Redwood City;16;1; ;0,02 %;97,39 %;0,00 %;95,93 %
2308;;100 %; United States of America;Jupiter, FL;15;13; ;0,02 %;97,41 %;0,05 %;95,98 %
2444;;100 %; United States of America;Roaming station;15;4; ;0,02 %;97,43 %;0,02 %;95,99 %
2019;;100 %; Canada;Victoria, BC;15;3; ;0,02 %;97,44 %;0,01 %;96,00 %
2207;;100 %; Germany;Wismar;15;2; ;0,02 %;97,46 %;0,01 %;96,01 %
2497;;100 %; Netherlands;Warmond;15;2; ;0,02 %;97,47 %;0,01 %;96,02 %
2583;;100 %; United Kingdom;Broadford;15;3; ;0,02 %;97,49 %;0,01 %;96,03 %
2245;;100 %; Australia;Tasmania;15;2; ;0,02 %;97,50 %;0,01 %;96,04 %
2069;;100 %; Portugal;Albufeira;15;13; ;0,02 %;97,52 %;0,05 %;96,09 %
2614;;100 %; United States of America;Kingwood;15;14; ;0,02 %;97,54 %;0,05 %;96,14 %
2838;;100 %; Australia;Geraldton;15;15; ;0,02 %;97,55 %;0,06 %;96,20 %
2891;;97 %; India;Nagercoil;15;15; ;0,02 %;97,57 %;0,06 %;96,25 %
3056;;100 %; Netherlands;Leiden;15;2; ;0,02 %;97,58 %;0,01 %;96,26 %
3062;;99 %; Australia;Rockingham;15;3; ;0,02 %;97,60 %;0,01 %;96,27 %
3177;;100 %; Sweden;Visby;15;13; ;0,02 %;97,61 %;0,05 %;96,32 %
3188;;100 %; Kuwait;Kuwait;15;14; ;0,02 %;97,63 %;0,05 %;96,38 %
3197;;100 %; Greece;Thessaloniki;15;0; ;0,02 %;97,65 %;0,00 %;96,38 %
3201;;100 %; Canada;Sorel-Tracy;15;1; ;0,02 %;97,66 %;0,00 %;96,38 %
3230;;100 %; United States of America;Port Ludlow, WA;15;10; ;0,02 %;97,68 %;0,04 %;96,42 %
3273;;100 %; Sweden;Faro;15;13; ;0,02 %;97,69 %;0,05 %;96,47 %
3436;;100 %; Netherlands;Ferwoude;15;4; ;0,02 %;97,71 %;0,02 %;96,48 %
3563;;100 %; Germany;Berlin;15;0; ;0,02 %;97,72 %;0,00 %;96,48 %
3765;;99 %; United States of America;Sea Isle City, NJ;15;10; ;0,02 %;97,74 %;0,04 %;96,52 %
3875;;99 %; United Kingdom;Cornwall;15;0; ;0,02 %;97,76 %;0,00 %;96,52 %
3910;;100 %; Greece;Ermoupoli Syros;15;13; ;0,02 %;97,77 %;0,05 %;96,57 %
2202;;100 %; Canada;Ucluelet;14;13; ;0,01 %;97,79 %;0,05 %;96,62 %
2580;;100 %; Denmark;Frederikssund;14;9; ;0,01 %;97,80 %;0,03 %;96,65 %
2103;;99 %; United Kingdom;London;14;0; ;0,01 %;97,82 %;0,00 %;96,65 %
2187;;100 %; United States of America;Canada, Monterey;14;6; ;0,01 %;97,83 %;0,02 %;96,68 %
2342;;100 %; Sweden;Ostra Husby;14;0; ;0,01 %;97,84 %;0,00 %;96,68 %
2411;;100 %; United Kingdom;Ballynahinch, N.Ireland;14;2; ;0,01 %;97,86 %;0,01 %;96,68 %
2260;;82 %; United Kingdom;Oban;14;14; ;0,01 %;97,87 %;0,05 %;96,74 %
2041;;100 %; United States of America;New York;14;0; ;0,01 %;97,89 %;0,00 %;96,74 %
2587;;100 %; United Kingdom;Felixstowe;14;0; ;0,01 %;97,90 %;0,00 %;96,74 %
2108;;100 %; Australia;Sans Souci;14;3; ;0,01 %;97,92 %;0,01 %;96,75 %
2660;;100 %; Canada;Sorel-Tracy;14;0; ;0,01 %;97,93 %;0,00 %;96,75 %
2676;;32 %; Canada;Toronto;14;1; ;0,01 %;97,95 %;0,00 %;96,75 %
2709;;100 %; Norway;Tromsø;14;0; ;0,01 %;97,96 %;0,00 %;96,75 %
2743;;100 %; United Kingdom;Little Clacton, Essex;14;0; ;0,01 %;97,98 %;0,00 %;96,75 %
2898;;100 %; United States of America;Burien;14;0; ;0,01 %;97,99 %;0,00 %;96,75 %
2982;;100 %; Norway;Tromsø;14;0; ;0,01 %;98,01 %;0,00 %;96,75 %
2983;;100 %; Thailand;Bangkok;14;6; ;0,01 %;98,02 %;0,02 %;96,77 %
2986;;76 %; Italy;Gulf of Milazzo;14;0; ;0,01 %;98,04 %;0,00 %;96,77 %
3082;;94 %; Netherlands;Alphen Aan Den Rijn;14;3; ;0,01 %;98,05 %;0,01 %;96,78 %
3162;;100 %; France;Cléden-Cap-Sizun;14;2; ;0,01 %;98,06 %;0,01 %;96,79 %
3247;;100 %; United States of America;Philadelphia;14;3; ;0,01 %;98,08 %;0,01 %;96,80 %
3955;;98 %; Germany;Münster;14;14; ;0,01 %;98,09 %;0,05 %;96,86 %
2218;;100 %; Canada;Newfoundland, St. Johns;13;13; ;0,01 %;98,11 %;0,05 %;96,91 %
2321;;100 %; Ireland;Cobh;13;1; ;0,01 %;98,12 %;0,00 %;96,91 %
2089;;100 %; Italy;Trapani;13;13;;0,01 %;98,14 %;0,05 %;96,96 %
2051;;100 %; Norway;Lovund;13;2; ;0,01 %;98,15 %;0,01 %;96,97 %
2327;;100 %; Denmark;Roenne, Bornholm ;13;13; ;0,01 %;98,16 %;0,05 %;97,02 %
2109;;96 %; Sweden;Oskarshamn;13;13; ;0,01 %;98,18 %;0,05 %;97,07 %
2166;;100 %; France;Saint Georges de Didonnes;13;0;SailGrib;0,01 %;98,19 %;0,00 %;97,07 %
2434;;100 %; Switzerland;Pratteln;13;2; ;0,01 %;98,20 %;0,01 %;97,07 %
2493;;100 %; Canada;Sorel-Tracy;13;1; ;0,01 %;98,22 %;0,00 %;97,08 %
2544;;100 %; New Zealand;Tauranga;13;0; ;0,01 %;98,23 %;0,00 %;97,08 %
2500;;100 %; Netherlands;Drachten;13;2; ;0,01 %;98,24 %;0,01 %;97,08 %
2582;;100 %; Germany;Siegburg;13;0; ;0,01 %;98,26 %;0,00 %;97,08 %
2429;;100 %; Netherlands;Rotterdam;13;7; ;0,01 %;98,27 %;0,03 %;97,11 %
2685;;100 %; United States of America;Berwick;13;1; ;0,01 %;98,29 %;0,00 %;97,11 %
2738;;99 %; United States of America;Huntingdon Valley;13;3; ;0,01 %;98,30 %;0,01 %;97,13 %
2998;;100 %; Sweden;Harnosand;13;13; ;0,01 %;98,31 %;0,05 %;97,18 %
3274;;100 %; United Kingdom;Welton;13;2; ;0,01 %;98,33 %;0,01 %;97,18 %
3323;;100 %; Spain;A Coruña;13;2; ;0,01 %;98,34 %;0,01 %;97,19 %
3368;;100 %; United Kingdom;Stornoway;13;13; ;0,01 %;98,35 %;0,05 %;97,24 %
3461;;100 %; France;Théoule-sur-Mer;13;1; ;0,01 %;98,37 %;0,00 %;97,24 %
3486;;96 %; France;Hendaye;13;12; ;0,01 %;98,38 %;0,05 %;97,29 %
3676;;100 %; Canada;Kitimat;13;13; ;0,01 %;98,39 %;0,05 %;97,34 %
2159;;100 %; United Kingdom;Swanage;12;4; ;0,01 %;98,41 %;0,02 %;97,35 %
2152;;100 %; United States of America;Brielle;12;9; ;0,01 %;98,42 %;0,03 %;97,39 %
2194;;100 %; Serbia;Belgrade;12;12; ;0,01 %;98,43 %;0,05 %;97,43 %
2196;;100 %; Sweden;Norrtälje;12;0; ;0,01 %;98,44 %;0,00 %;97,43 %
2100;;100 %; United States of America;Portsmouth;12;12; ;0,01 %;98,46 %;0,05 %;97,48 %
2418;;95 %; Norway;Årland;12;3; ;0,01 %;98,47 %;0,01 %;97,49 %
2646;;9 %; United States of America;Arkwright, NY;12;8; ;0,01 %;98,48 %;0,03 %;97,52 %
2834;;25 %; Australia;Bunbury;12;0; ;0,01 %;98,49 %;0,00 %;97,52 %
2883;;100 %; Korea;Nam-gu,Pohang;12;12; ;0,01 %;98,51 %;0,05 %;97,57 %
2961;;100 %; United States of America;Isle Royale West;12;12; ;0,01 %;98,52 %;0,05 %;97,61 %
3028;;96 %; United States of America;Fairhaven, MA;12;12; ;0,01 %;98,53 %;0,05 %;97,66 %
3298;;100 %; Spain;Baiona;12;10; ;0,01 %;98,55 %;0,04 %;97,69 %
3498;;100 %; United Kingdom;Hadleigh, Essex;12;0; ;0,01 %;98,56 %;0,00 %;97,69 %
3689;;100 %; Dominican Republic;Santo Domingo, D. N.;12;12; ;0,01 %;98,57 %;0,05 %;97,74 %
3914;;100 %; Germany;Kornwestheim;12;12; ;0,01 %;98,58 %;0,05 %;97,79 %
2314;;98 %; Netherlands;Utrecht;11;0; ;0,01 %;98,59 %;0,00 %;97,79 %
2162;;100 %; Finland;Kiukainen;11;3; ;0,01 %;98,61 %;0,01 %;97,80 %
2028;;100 %; United States of America;Roaming station;11;0;http://squidd.io/;0,01 %;98,62 %;0,00 %;97,80 %
2382;;100 %; Germany;Offenbach;11;6; ;0,01 %;98,63 %;0,02 %;97,82 %
2895;;100 %; Norway;Indre Arna;11;0; ;0,01 %;98,64 %;0,00 %;97,82 %
2913;;99 %; Taiwan (Province of China);Taipei;11;11; ;0,01 %;98,65 %;0,04 %;97,86 %
2964;;100 %; Canada;Oakville, Ontario;11;0; ;0,01 %;98,66 %;0,00 %;97,86 %
3110;;100 %; United States of America;Vicksburg;11;11; ;0,01 %;98,68 %;0,04 %;97,90 %
3167;;100 %; Australia;Gladstone;11;11; ;0,01 %;98,69 %;0,04 %;97,95 %
2265;;100 %; United Kingdom;Falmouth;10;4; ;0,01 %;98,70 %;0,02 %;97,96 %
2343;;100 %; United States of America;La Conner, WA;10;4; ;0,01 %;98,71 %;0,02 %;97,98 %
2495;;100 %; United States of America;Duluth, MN;10;3; ;0,01 %;98,72 %;0,01 %;97,99 %
2084;;100 %; Greece;Ios;10;8;Ios Hellas;0,01 %;98,73 %;0,03 %;98,02 %
2157;;100 %; Norway;Kolvereid;10;2; ;0,01 %;98,74 %;0,01 %;98,02 %
2409;;100 %; Netherlands;Sliedrecht;10;3; ;0,01 %;98,75 %;0,01 %;98,04 %
2408;;100 %; United States of America;Vashon Island, WA;10;1;;0,01 %;98,76 %;0,00 %;98,04 %
2495;;100 %; United States of America;Duluth, MN;10;2; ;0,01 %;98,77 %;0,01 %;98,05 %
2314;;98 %; Netherlands;Utrecht;10;0; ;0,01 %;98,78 %;0,00 %;98,05 %
2271;;100 %; United States of America;Pohick, WV;10;0; ;0,01 %;98,79 %;0,00 %;98,05 %
2157;;100 %; Norway;Kolvereid;10;1; ;0,01 %;98,80 %;0,00 %;98,05 %
2408;;100 %; United States of America;Vashon Island, WA;10;2; ;0,01 %;98,81 %;0,01 %;98,06 %
2755;;100 %; Netherlands;Nes Ameland;10;8; ;0,01 %;98,82 %;0,03 %;98,09 %
2872;;100 %; Denmark;Dragør;10;0; ;0,01 %;98,83 %;0,00 %;98,09 %
2948;;100 %; United States of America;Delaware, Fenwick Island;10;9; ;0,01 %;98,84 %;0,03 %;98,12 %
2964;;100 %; Canada;Oakville, Ontario;10;0; ;0,01 %;98,85 %;0,00 %;98,12 %
3114;;100 %; Spain;Cala Llonga, Menorca;10;10; ;0,01 %;98,87 %;0,04 %;98,16 %
3541;;100 %; Sweden;Furuvik;10;10; ;0,01 %;98,88 %;0,04 %;98,20 %
2038;;100 %; United States of America;Williamstown, WV;9;0; ;0,01 %;98,89 %;0,00 %;98,20 %
2200;;100 %; United States of America;Vienna, VW;9;0; ;0,01 %;98,89 %;0,00 %;98,20 %
2483;;100 %; Netherlands;Nederweert;0;0; ;0,00 %;98,89 %;0,00 %;98,20 %
2293;;99 %; United States of America;Florida, Fort Lauderdale;9;0; ;0,01 %;98,90 %;0,00 %;98,20 %
2328;;100 %; Canada;Rimouski;9;1; ;0,01 %;98,91 %;0,00 %;98,20 %
2239;;100 %; Netherlands;Goor;9;9; ;0,01 %;98,92 %;0,03 %;98,24 %
2250;;100 %; Netherlands;Zoeterwoude;9;0; ;0,01 %;98,93 %;0,00 %;98,24 %
2409;;100 %; Netherlands;Sliedrecht;9;1; ;0,01 %;98,94 %;0,00 %;98,24 %
2105;;100 %; Netherlands;Spijkenisse;9;0; ;0,01 %;98,95 %;0,00 %;98,24 %
2680;;100 %; United States of America;Rockport, ME;9;9; ;0,01 %;98,96 %;0,03 %;98,27 %
2728;;99 %; Netherlands;Beuningen;9;0; ;0,01 %;98,97 %;0,00 %;98,27 %
2754;;100 %; Germany;Barrien;9;3; ;0,01 %;98,98 %;0,01 %;98,29 %
2814;;100 %; United States of America;Port Huron;9;9; ;0,01 %;98,99 %;0,03 %;98,32 %
2850;;100 %; Brazil;Fortaleza;9;9;German Aerospace Center (DLR);0,01 %;99,00 %;0,03 %;98,35 %
2851;;82 %; Italy;Chioggia;9;0; ;0,01 %;99,01 %;0,00 %;98,35 %
2901;;100 %; France;Lorient;9;0; ;0,01 %;99,02 %;0,00 %;98,35 %
3180;;100 %; Japan;Aichi Takahama;9;9; ;0,01 %;99,03 %;0,03 %;98,39 %
3205;;100 %; Portugal;Carvoeira;9;8;TecnoVeritas Services of Engineering & Systems Technology, Ltd;0,01 %;99,04 %;0,03 %;98,42 %
3237;;99 %; France;Castel-Bian Carantec;9;7; ;0,01 %;99,05 %;0,03 %;98,45 %
3260;;100 %; Netherlands;Lelystad;9;0;WaterProof B.V.;0,01 %;99,05 %;0,00 %;98,45 %
3304;;100 %; Ireland;Newcastle;9;1; ;0,01 %;99,06 %;0,00 %;98,45 %
3351;;100 %; United Kingdom;Shoreham;9;0; ;0,01 %;99,07 %;0,00 %;98,45 %
3584;;100 %; Ireland;Greystones;9;1; ;0,01 %;99,08 %;0,00 %;98,45 %
3639;;100 %; United Kingdom;Port of Tyne;9;9; ;0,01 %;99,09 %;0,03 %;98,49 %
3754;;100 %; Germany;Fürstenwalde;9;9; ;0,01 %;99,10 %;0,03 %;98,52 %
3776;;99 %; United States of America;Roaming station;9;9; ;0,01 %;99,11 %;0,03 %;98,56 %
2265;;100 %; United Kingdom;Falmouth;8;2; ;0,01 %;99,12 %;0,01 %;98,56 %
2363;;100 %; Germany;Offenbach Bürgel;8;0; ;0,01 %;99,13 %;0,00 %;98,56 %
2040;;100 %; Viet Nam;HCMC;8;8; ;0,01 %;99,14 %;0,03 %;98,59 %
2014;;93 %; United States of America;Fairfield;8;7; ;0,01 %;99,15 %;0,03 %;98,62 %
2049;;100 %; United States of America;Maryland;8;0; ;0,01 %;99,15 %;0,00 %;98,62 %
2431;;100 %; France;Cap Ferret;8;8; ;0,01 %;99,16 %;0,03 %;98,65 %
2440;;100 %; United Kingdom;Cardiff;8;6; ;0,01 %;99,17 %;0,02 %;98,67 %
2223;;100 %; Germany;Bremen Winterhafen;8;0; ;0,01 %;99,18 %;0,00 %;98,67 %
2745;;100 %; United States of America;Seattle;8;1; ;0,01 %;99,19 %;0,00 %;98,68 %
2849;;57 %; Netherlands;Nieuwersluis;8;1; ;0,01 %;99,20 %;0,00 %;98,68 %
3245;;100 %; Spain;Málaga;8;8; ;0,01 %;99,20 %;0,03 %;98,71 %
3282;;100 %; Germany;Emden;8;2; ;0,01 %;99,21 %;0,01 %;98,72 %
3403;;100 %; Spain;Carboneras;8;8;;0,01 %;99,22 %;0,03 %;98,75 %
3482;;100 %; Philippines;Cebu;8;8; ;0,01 %;99,23 %;0,03 %;98,78 %
3516;;100 %; Unknown;Roaming station;8;3; ;0,01 %;99,24 %;0,01 %;98,79 %
3519;;71 %; Unknown;Roaming station;8;7; ;0,01 %;99,25 %;0,03 %;98,82 %
3655;;100 %; United States of America;Chicago, IL;8;7; ;0,01 %;99,25 %;0,03 %;98,84 %
3696;;100 %; Ireland;Rashbrooke, Cobh;8;0; ;0,01 %;99,26 %;0,00 %;98,84 %
3956;;91 %; United States of America;Boaz, WV;8;7; ;0,01 %;99,27 %;0,03 %;98,87 %
2366;;100 %; Norway;Trondheim;7;0; ;0,01 %;99,28 %;0,00 %;98,87 %
3011;;100 %; United States of America;Belpre, Ohio;7;2; ;0,01 %;99,29 %;0,01 %;98,88 %
3048;;96 %; France;Poses;7;7; ;0,01 %;99,29 %;0,03 %;98,90 %
2122;;53 %; Norway;Homborsund;7;0; ;0,01 %;99,30 %;0,00 %;98,90 %
2438;;97 %; United Kingdom;Scotland, Broadford Bay, Isle of Skye;7;0; ;0,01 %;99,31 %;0,00 %;98,90 %
2531;;90 %; Germany;Frankfurt;7;0; ;0,01 %;99,32 %;0,00 %;98,90 %
2362;;96 %; Colombia;Buenaventura;7;7;Pacific Pilots;0,01 %;99,32 %;0,03 %;98,93 %
2600;;100 %; Germany;Hamm;7;7; ;0,01 %;99,33 %;0,03 %;98,96 %
2673;;100 %; Ireland;Dublin;7;5; ;0,01 %;99,34 %;0,02 %;98,98 %
2706;;100 %; Canada;Montreal;7;1; ;0,01 %;99,34 %;0,00 %;98,98 %
2725;;100 %; Denmark;Aarhus;7;0; ;0,01 %;99,35 %;0,00 %;98,98 %
2734;;99 %; Netherlands;Driebergen;7;1; ;0,01 %;99,36 %;0,00 %;98,98 %
2752;;95 %; Sweden;Grisslehamn;7;2; ;0,01 %;99,37 %;0,01 %;98,99 %
2829;;100 %; Australia;Mount Hicks;7;5; ;0,01 %;99,37 %;0,02 %;99,01 %
2832;;100 %; Netherlands;Moune Ein / 9214VR / Smalle EE;7;0; ;0,01 %;99,38 %;0,00 %;99,01 %
2866;;100 %; Colombia;Puerto Colombia;7;3; ;0,01 %;99,39 %;0,01 %;99,02 %
2924;;96 %; Spain;O Grove;7;5; ;0,01 %;99,40 %;0,02 %;99,04 %
