,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,TransceiverClass,size,size_scaled,size_traced
33,538005359,2024-09-03T00:00:03,28.92471,-124.37106,12.8,120.3,122.0,STAR CHALLENGER,IMO9632997,V7DA8,79.0,0.0,200.0,32.0,10.8,A,69120.0,6.095344744840825,0.25
45,367622850,2024-09-03T00:00:04,29.1872,-94.05138,4.1,281.5,280.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
85,366843080,2024-09-03T00:00:05,28.97061,-89.81967,0.8,206.7,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
108,255806123,2024-09-03T00:00:00,43.33614,-66.60371,15.0,277.9,273.0,EF AVA,IMO9389306,CQAA9,71.0,0.0,130.0,21.0,7.8,A,21294.0,3.261664800298619,0.25
132,367750000,2024-09-03T00:00:02,28.98812,-92.90963,10.2,279.7,276.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
179,212282000,2024-09-03T00:00:01,24.25188,-80.31774,13.7,57.0,56.0,KYPROS SEA,IMO9675602,5BAV4,70.0,0.0,224.0,32.0,14.3,A,102502.40000000001,8.073244577163951,0.25
184,256239000,2024-09-03T00:00:03,46.50198,-84.33254,1.6,283.5,290.0,MIEDWIE,IMO9393448,9HA5757,70.0,0.0,190.0,24.0,6.6,A,30096.0,3.783181357649443,0.25
190,305536000,2024-09-03T00:00:05,29.34235,-94.75504,13.3,87.3,87.0,BBC ECHO,IMO9407603,V2ES5,70.0,0.0,139.0,20.0,5.5,A,15290.0,2.905929125414008,0.25
208,538009562,2024-09-03T00:00:00,39.38616,-75.4808,16.6,135.5,135.0,DEL MONTE ROSE,IMO9849655,V7A4892,70.0,0.0,192.0,30.0,8.3,A,47808.00000000001,4.8326134485149055,0.25
222,305856000,2024-09-03T00:00:07,21.53857,-112.14726,15.7,296.2,296.0,BBC MOONSTONE,IMO9563732,V2FY9,70.0,0.0,154.0,24.0,7.8,A,28828.8,3.7081000373273607,0.25
263,353408000,2024-09-03T00:00:07,29.49359,-89.70027,11.0,322.1,323.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,0.0,225.0,32.0,9.4,A,67680.0,6.010025062656642,0.25
266,304676000,2024-09-03T00:00:07,30.05116,-90.66745,0.0,341.6,246.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,5.0,145.0,18.0,4.7,A,12267.0,2.726817042606516,2.726817042606516
270,338931000,2024-09-03T00:00:38,36.86598,-76.3159,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
381,636019985,2024-09-03T00:00:19,47.27259,-122.40623,0.0,125.6,133.0,YM TARGET,IMO9860934,D5XC6,71.0,5.0,330.0,48.0,13.4,A,212256.0,14.576121153948703,14.576121153948703
395,303923000,2024-09-03T00:00:03,30.02647,-93.99913,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
402,413219610,2024-09-03T00:00:28,26.08233,-97.01093,0.2,206.9,341.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
477,563174100,2024-09-03T00:00:10,34.40288,-126.60961,1.0,167.0,267.0,WAN HAI 357,IMO9930387,9V7389,70.0,2.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,6.272738584048775
501,477056400,2024-09-03T00:00:07,34.3437,-120.46967,9.5,283.4,290.0,COSCO OCEANIA,IMO9334923,VRDQ5,71.0,0.0,349.0,46.0,13.7,A,219939.8,15.031384608092335,0.25
524,636020354,2024-09-03T00:00:08,39.72271,-73.68814,7.3,13.4,15.0,MSC PASSION III,IMO9399765,D5YV3,79.0,0.0,224.0,31.0,10.9,A,75689.6,6.484592094894447,0.25
558,249830000,2024-09-03T00:00:15,29.70958,-121.27921,16.9,129.2,128.0,ZIM LUANDA,IMO9403229,9HA2029,70.0,0.0,260.0,32.0,12.5,A,104000.0,8.161977046635503,0.25
589,538006785,2024-09-03T00:01:07,41.63859,-87.15021,0.1,168.8,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
590,538007406,2024-09-03T00:00:50,32.59863,-79.49009,0.0,211.0,186.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,1.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
597,352283000,2024-09-03T00:00:01,25.39795,-79.52125,13.3,10.0,11.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.9,A,54112.0,5.206124057187887,0.25
671,319132300,2024-09-03T00:00:58,37.23887,-76.09216,0.1,278.0,48.0,TEGEA,IMO9478937,ZGHJ4,70.0,1.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,5.242147922998987
678,366987890,2024-09-03T00:00:49,29.11823,-90.20641,0.0,321.2,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
680,538008546,2024-09-03T00:00:14,32.67628,-125.74497,12.4,127.9,129.0,MARIA D,IMO9414151,V7A2493,70.0,0.0,225.0,32.0,8.3,A,59760.00000000001,5.540766810643631,0.25
684,311001296,2024-09-03T00:01:55,30.11452,-90.98465,0.1,189.3,280.0,ANGEL,IMO9590620,C6GN6,79.0,5.0,190.0,28.0,6.8,A,36176.0,4.143420015760441,4.143420015760441
717,338919000,2024-09-03T00:01:37,29.31278,-94.81891,0.0,239.7,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
722,367370000,2024-09-03T00:01:57,30.40185,-87.21116,0.0,352.5,350.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
738,538006469,2024-09-03T00:02:13,46.75218,-92.09651,0.0,180.8,242.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,5.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
785,366938770,2024-09-03T00:01:52,46.57911,-87.38723,0.0,321.1,319.0,H LEE WHITE,IMO7366362,WZD2465,70.0,5.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,4.549014379921434
800,366904940,2024-09-03T00:02:32,46.77592,-92.0251,0.1,126.7,218.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,1.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,6.862653086617253
805,303829046,2024-09-03T00:02:34,36.85827,-76.31866,0.0,65.9,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
897,368160000,2024-09-03T00:02:35,34.00678,-77.95395,0.0,271.6,192.0,SAGAMORE,IMO9322009,WMOJ,79.0,5.0,184.0,26.0,7.9,A,37793.6,4.239262458747341,4.239262458747341
971,215965000,2024-09-03T00:05:13,37.79603,-122.31529,0.0,18.2,288.0,CMA CGM C COLOMB,IMO9453559,9HA5397,71.0,5.0,365.0,52.0,11.3,A,214474.0,14.707537164424064,14.707537164424064
983,538005709,2024-09-03T00:05:02,29.88222,-89.90619,0.0,159.6,356.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,1.0,180.0,32.0,7.1,A,40896.0,4.4230789740308225,4.4230789740308225
1003,636018262,2024-09-03T00:07:09,49.303,-123.20833,0.0,143.0,274.0,YM PLUM,IMO9198264,D5OX5,70.0,1.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
1049,367596830,2024-09-03T00:15:19,29.14351,-90.20501,0.0,68.6,251.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
1059,338034000,2024-09-03T00:14:11,28.78009,-94.37539,9.0,152.2,150.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,0.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,0.25
1096,369050000,2024-09-03T00:54:37,29.13508,-90.21898,0.0,252.5,259.0,STIM STAR III,IMO9274991,WDA7484,70.0,0.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,0.25
1121,304122000,2024-09-03T01:25:03,23.52845,-82.27087,17.4,73.3,74.0,PEGASUS J,IMO9355434,V2CF5,79.0,0.0,140.0,22.0,5.4,A,16632.0,2.9854423292273236,0.25
1217,311000992,2024-09-03T08:02:05,17.86792,-68.42476,16.6,53.7,55.0,BALTIC SUMMER,IMO8802090,C6ES9,79.0,0.0,156.0,23.0,8.7,A,31215.6,3.8495174105476457,0.25
1226,368053000,2024-09-03T08:58:03,26.6884,-89.44647,14.8,290.0,291.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,0.0,292.0,32.0,10.0,A,93440.0,7.53629937728482,0.25
1245,477136800,2024-09-03T10:57:28,38.81094,-132.99801,17.3,119.7,119.0,COSCO KAOHSIUNG,IMO9355563,VREM3,71.0,0.0,349.0,46.0,13.8,A,221545.2,15.126504203771843,0.25
1283,357839000,2024-09-03T15:34:56,19.57936,-63.4032,11.4,309.5,310.0,TAO BRAVE,IMO9487586,3FLN4,70.0,0.0,158.0,24.0,8.9,A,33748.8,3.999608951456656,0.25
1318,367690920,2024-09-03T19:57:42,28.93682,-95.33333,0.5,120.8,511.0,FREEPORT 1 1/2,,WDI3691,70.0,0.0,14.0,6.0,3.1,A,260.40000000000003,2.0154286425283066,0.25
1333,262005000,2024-09-03T23:02:48,36.78911,-75.35144,10.7,275.5,279.0,KOTOR,IMO9575981,4OCE,70.0,0.0,179.0,28.0,9.4,A,47112.8,4.791423001949318,0.25
1421,367622850,2024-09-02T00:00:03,29.18535,-94.07417,1.7,103.1,96.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
1427,636017102,2024-09-02T00:00:02,39.2488,-76.54171,1.4,165.4,329.0,MAERSK SARAT,IMO9732591,D5JH6,71.0,0.0,300.0,48.0,13.2,A,190080.0,13.262198048312271,0.25
1441,538008546,2024-09-02T00:00:05,35.53007,-130.75267,12.5,123.5,124.0,MARIA D,IMO9414151,V7A2493,70.0,0.0,225.0,32.0,8.3,A,59760.00000000001,5.540766810643631,0.25
1469,352978194,2024-09-02T00:00:00,38.59835,-126.53158,17.5,281.1,280.0,YM TOPMOST,IMO9878515,3E2426,70.0,0.0,333.0,48.0,10.9,A,174225.6,12.322828347464407,0.25
1474,368053000,2024-09-02T00:00:04,24.38811,-81.52123,12.7,252.8,252.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,0.0,292.0,32.0,10.0,A,93440.0,7.53629937728482,0.25
1493,338919000,2024-09-02T00:00:27,29.31275,-94.81885,0.0,254.2,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
1511,374353000,2024-09-02T00:00:01,47.54824,-128.62605,12.7,241.1,245.0,COSMIC ACE,IMO9779927,3EDH6,70.0,0.0,119.0,21.0,5.7,A,14244.300000000001,2.8439716312056738,0.25
1537,249830000,2024-09-02T00:00:02,33.05282,-127.4179,15.6,120.9,121.0,ZIM LUANDA,IMO9403229,9HA2029,70.0,0.0,260.0,32.0,12.5,A,104000.0,8.161977046635503,0.25
1542,563174100,2024-09-02T00:00:09,34.86272,-126.90758,1.3,149.0,243.0,WAN HAI 357,IMO9930387,9V7389,70.0,0.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,0.25
1570,256239000,2024-09-02T00:00:04,42.71079,-82.49166,7.6,23.3,23.0,MIEDWIE,IMO9393448,9HA5757,70.0,0.0,190.0,24.0,6.6,A,30096.0,3.783181357649443,0.25
1595,477056400,2024-09-02T00:00:14,33.74081,-118.19739,0.0,236.8,270.0,COSCO OCEANIA,IMO9334923,VRDQ5,71.0,5.0,349.0,46.0,13.7,A,219939.8,15.031384608092335,15.031384608092335
1602,303923000,2024-09-02T00:00:02,30.0265,-93.99915,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
1649,352898806,2024-09-02T00:00:15,25.80066,-80.2509,0.0,43.0,133.0,BAHAMAS PEARL,IMO9356347,HOA5301,75.0,0.0,59.0,14.0,2.0,A,1652.0,2.0978806353946333,0.25
1705,338931000,2024-09-02T00:00:38,36.86598,-76.31588,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
1726,636019985,2024-09-02T00:00:19,47.27259,-122.40622,0.0,127.3,133.0,YM TARGET,IMO9860934,D5XC6,71.0,5.0,330.0,48.0,13.4,A,212256.0,14.576121153948703,14.576121153948703
1752,338034000,2024-09-02T00:00:32,29.31468,-94.79391,0.0,0.0,334.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,5.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,2.2508398656215007
1764,431710000,2024-09-02T00:00:05,39.44955,-126.68008,18.4,295.8,294.0,ONE ALTAIR,IMO9468308,7KHW,70.0,0.0,333.0,46.0,10.6,A,162370.8,11.620434063883112,0.25
1781,319132300,2024-09-02T00:00:58,37.24368,-76.09046,0.0,227.0,174.0,TEGEA,IMO9478937,ZGHJ4,70.0,1.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,5.242147922998987
1784,366938770,2024-09-02T00:00:04,47.47025,-88.43117,12.2,81.6,81.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,0.25
1834,538009562,2024-09-02T00:00:47,39.90131,-75.12825,0.0,191.1,195.0,DEL MONTE ROSE,IMO9849655,V7A4892,70.0,5.0,192.0,30.0,9.9,A,57024.0,5.378659414493681,5.378659414493681
1848,538009565,2024-09-02T00:00:09,25.75341,-79.47662,11.7,186.3,185.0,MARBELLA CARRIER,IMO9063653,V7A4897,70.0,0.0,138.0,22.0,7.4,A,22466.4,3.331129241543575,0.25
1855,538005359,2024-09-02T00:00:34,31.56456,-129.32272,12.7,119.0,120.0,STAR CHALLENGER,IMO9632997,V7DA8,79.0,0.0,200.0,32.0,10.8,A,69120.0,6.095344744840825,0.25
1866,366843080,2024-09-02T00:00:08,28.97321,-89.82168,2.0,339.9,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
1941,636018262,2024-09-02T00:01:02,49.30417,-123.20883,0.0,331.0,226.0,YM PLUM,IMO9198264,D5OX5,70.0,1.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
1971,367750000,2024-09-02T00:00:12,28.84859,-88.10494,8.5,260.8,261.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
1984,366987890,2024-09-02T00:01:28,29.11875,-90.20726,0.0,8.8,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
2012,538006785,2024-09-02T00:01:07,41.63856,-87.15019,0.0,190.7,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
2013,538007406,2024-09-02T00:00:53,32.59817,-79.49052,0.1,183.8,203.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,1.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
2052,538006469,2024-09-02T00:02:13,46.75213,-92.09648,0.0,184.5,242.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,5.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
2053,305536000,2024-09-02T00:01:56,29.74722,-95.17842,0.0,360.0,78.0,BBC ECHO,IMO9407603,V2ES5,70.0,5.0,139.0,20.0,5.5,A,15290.0,2.905929125414008,2.905929125414008
2072,636020354,2024-09-02T00:01:30,39.89864,-75.13582,0.0,20.0,20.0,MSC PASSION III,IMO9399765,D5YV3,79.0,5.0,224.0,31.0,10.9,A,75689.6,6.484592094894447,6.484592094894447
2111,368160000,2024-09-02T00:02:24,34.00673,-77.95391,0.0,271.6,192.0,SAGAMORE,IMO9322009,WMOJ,79.0,5.0,184.0,26.0,7.9,A,37793.6,4.239262458747341,4.239262458747341
2121,366904940,2024-09-02T00:02:23,46.77215,-92.02334,0.0,189.9,282.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,1.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,6.862653086617253
2125,311001296,2024-09-02T00:01:55,30.11448,-90.98463,0.1,175.7,280.0,ANGEL,IMO9590620,C6GN6,79.0,5.0,190.0,28.0,6.8,A,36176.0,4.143420015760441,4.143420015760441
2138,367370000,2024-09-02T00:01:57,30.40189,-87.21115,0.0,352.5,350.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
2180,215965000,2024-09-02T00:02:13,37.79603,-122.3153,0.0,18.2,288.0,CMA CGM C COLOMB,IMO9453559,9HA5397,71.0,5.0,365.0,52.0,11.3,A,214474.0,14.707537164424064,14.707537164424064
2224,367309990,2024-09-02T00:03:24,29.04922,-92.20763,18.4,353.2,511.0,MISS PEGGY ANN,IMO8977754,WDD9336,70.0,0.0,40.0,7.0,0.0,A,0.0,2.0,0.25
2297,413219610,2024-09-02T00:03:28,26.08391,-97.01272,0.1,154.7,32.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
2325,303829046,2024-09-02T00:05:33,36.85827,-76.31867,0.0,57.2,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
2379,212348000,2024-09-02T00:18:04,36.55238,-72.9315,10.5,98.0,118.0,HYUNDAI HONGKONG,IMO9305661,5BZL,70.0,0.0,303.0,40.0,13.0,A,157560.0,11.335395225652785,0.25
2398,369050000,2024-09-02T00:22:46,29.13506,-90.219,0.0,252.5,259.0,STIM STAR III,IMO9274991,WDA7484,70.0,5.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,2.471817842478537
2422,367596830,2024-09-02T00:45:13,29.1435,-90.20501,0.0,68.6,251.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
2448,353408000,2024-09-02T01:23:48,25.87666,-87.49708,13.7,335.6,336.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,0.0,225.0,32.0,9.0,A,64800.0,5.839385698288274,0.25
2490,538005709,2024-09-02T03:12:58,27.54144,-89.86486,3.4,358.6,337.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,0.0,180.0,32.0,9.6,A,55296.0,5.27627579587266,0.25
2496,352283000,2024-09-02T03:28:41,23.32022,-83.63591,13.7,78.2,75.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.6,A,52288.0,5.098052459754587,0.25
2540,304676000,2024-09-02T06:43:23,28.0715,-90.09377,13.9,40.6,44.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,0.0,145.0,18.0,5.7,A,14877.0,2.88145896656535,0.25
2550,563058900,2024-09-02T08:04:25,22.67055,-84.30522,12.5,59.0,61.0,X-PRESS MACHU PICCHU,IMO9325441,9V8324,71.0,0.0,200.0,32.0,10.7,A,68480.0,6.057424886092299,0.25
2587,212282000,2024-09-02T12:20:57,23.59403,-83.03957,13.7,90.7,91.0,KYPROS SEA,IMO9675602,5BAV4,70.0,0.0,224.0,32.0,7.5,A,53760.0,5.185268134876198,0.25
2613,305856000,2024-09-02T15:00:54,20.48469,-109.86015,16.6,297.8,298.0,BBC MOONSTONE,IMO9563732,V2FY9,70.0,0.0,154.0,24.0,6.7,A,24763.2,3.4672141346273486,0.25
2679,255806123,2024-09-02T22:28:42,43.29135,-66.05394,16.6,279.4,271.0,EF AVA,IMO9389306,CQAA9,71.0,0.0,130.0,21.0,7.6,A,20748.0,3.2293144208037825,0.25
2686,304122000,2024-09-02T23:17:33,23.34788,-82.90525,17.2,72.6,72.0,PEGASUS J,IMO9355434,V2CF5,79.0,0.0,140.0,22.0,5.4,A,16632.0,2.9854423292273236,0.25
2778,357694000,2024-09-09T00:00:01,30.70016,-122.28685,19.1,126.1,124.0,DALIAN HIGHWAY,IMO9565560,3FYE5,70.0,0.0,199.0,32.0,9.2,A,58585.6,5.471183869840085,0.25
2803,316047639,2024-09-09T00:00:09,49.32292,-122.9309,9.2,206.7,204.0,CANPAC VALOUR,IMO9396684,CFA3516,70.0,0.0,49.0,13.0,2.3,A,1465.1,2.0868068516444778,0.25
2839,538006469,2024-09-09T00:00:06,47.77069,-88.91622,13.9,65.2,64.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,8.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
2856,352283000,2024-09-09T00:00:01,37.13347,-76.14073,14.8,329.5,331.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.9,A,54112.0,5.206124057187887,0.25
2879,538005452,2024-09-09T00:00:11,30.82176,-130.44571,17.0,297.8,299.0,MORNING POST,IMO9669029,V7EA8,70.0,0.0,199.0,35.0,8.1,A,56416.5,5.342665173572229,0.25
2883,338931000,2024-09-09T00:00:08,36.86601,-76.31588,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
2930,366938770,2024-09-09T00:00:04,46.76845,-84.90416,12.0,147.0,147.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,0.25
2946,319132300,2024-09-09T00:00:03,36.98988,-76.16989,11.6,289.0,289.0,TEGEA,IMO9478937,ZGHJ4,70.0,0.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,0.25
2960,303923000,2024-09-09T00:00:03,30.0265,-93.99912,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
2973,636093041,2024-09-09T00:00:08,35.92946,-124.76711,11.5,116.6,110.0,CONTI CONQUEST,IMO9293818,5LCJ8,71.0,0.0,334.0,42.0,12.3,A,172544.40000000002,12.223217618514374,0.25
3003,563211800,2024-09-09T00:00:05,31.37892,-123.52513,12.6,126.4,126.0,EA CETUS,IMO9967495,9V8975,70.0,0.0,272.0,43.0,14.0,A,163744.0,11.70179586081042,0.25
3043,366904940,2024-09-09T00:00:08,41.63972,-87.1477,0.0,18.7,180.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,5.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,6.862653086617253
3073,262005000,2024-09-09T00:00:21,31.12982,-81.49261,0.0,84.6,164.0,KOTOR,IMO9575981,4OCE,70.0,5.0,179.0,28.0,9.1,A,45609.2,4.702335033801999,4.702335033801999
3159,338919000,2024-09-09T00:00:26,29.31272,-94.81887,0.0,254.0,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
3192,338034000,2024-09-09T00:01:09,29.31504,-94.79419,0.0,69.5,154.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,5.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,2.2508398656215007
3259,367622850,2024-09-09T00:00:55,29.11925,-90.21157,0.0,61.2,142.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
3267,305536000,2024-09-09T00:01:11,23.71973,-82.96716,14.2,101.3,103.0,BBC ECHO,IMO9407603,V2ES5,70.0,0.0,139.0,20.0,6.0,A,16680.0,2.988286318633463,0.25
3296,366987890,2024-09-09T00:00:08,28.92748,-89.75678,9.2,107.5,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
3301,369050000,2024-09-09T00:00:07,29.13589,-90.21919,0.0,142.5,259.0,STIM STAR III,IMO9274991,WDA7484,70.0,0.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,0.25
3302,366843080,2024-09-09T00:00:06,28.97082,-89.7992,0.0,353.6,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
3330,563174100,2024-09-09T00:00:58,33.75368,-118.26391,0.0,344.4,44.0,WAN HAI 357,IMO9930387,9V7389,70.0,5.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,6.272738584048775
3333,351446000,2024-09-09T00:00:28,31.1342,-81.5384,0.0,284.0,133.0,MORNING CAROLINE,IMO9338723,H3OO,79.0,5.0,199.0,32.0,8.5,A,54128.0,5.2070720536566,5.2070720536566
3375,303829046,2024-09-09T00:01:43,36.85829,-76.31865,0.0,29.6,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
3425,538005709,2024-09-09T00:01:34,29.92343,-89.93126,0.0,178.3,280.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,5.0,180.0,32.0,7.1,A,40896.0,4.4230789740308225,4.4230789740308225
3432,368053000,2024-09-09T00:01:56,24.19896,-82.00493,14.9,89.9,91.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,0.0,292.0,32.0,9.6,A,89702.4,7.314847402193426,0.25
3454,209593000,2024-09-09T00:01:43,28.84749,-79.23931,11.4,167.6,170.0,CONTSHIP ZOE,IMO9434797,5BFL5,70.0,0.0,147.0,22.0,7.9,A,25548.600000000002,3.5137489112853055,0.25
3495,255806187,2024-09-09T00:01:22,41.35099,-71.25312,0.0,9.7,275.0,UHL FRONTIER,IMO9789685,CQAI9,70.0,1.0,150.0,26.0,7.7,A,30030.0,3.779270872216001,3.779270872216001
3509,367370000,2024-09-09T00:01:57,30.40142,-87.20916,0.0,251.1,259.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
3523,352586000,2024-09-09T00:01:42,33.73083,-118.20159,0.0,164.6,254.0,KEY OPUS,IMO9518206,3FPD,70.0,1.0,229.0,32.0,13.8,A,101126.40000000001,7.99171688085462,7.99171688085462
3535,353408000,2024-09-09T00:01:47,30.05228,-90.66325,0.0,183.3,248.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,5.0,225.0,32.0,9.4,A,67680.0,6.010025062656642,6.010025062656642
3560,374968000,2024-09-09T00:02:05,23.71621,-82.52877,10.1,270.8,267.0,BUNUN HERO,IMO9738894,3FHM5,70.0,0.0,179.0,29.0,10.5,A,54505.5,5.229438845340301,0.25
3594,636018262,2024-09-09T00:02:49,49.29017,-123.0995,0.0,170.0,113.0,YM PLUM,IMO9198264,D5OX5,70.0,5.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
3604,538006785,2024-09-09T00:01:07,41.63857,-87.15024,0.0,218.2,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
